,0
441,https://web.archive.org/web/20071107021800/http://www.robotstxt.org/wc/exclusion.html
442,https://en.wikipedia.org/wiki/Hdl_(identifier)
443,https://en.wikipedia.org/wiki/Steve_Lawrence_(computer_scientist)
444,https://el.wikipedia.org/wiki/%CE%91%CE%BD%CE%B9%CF%87%CE%BD%CE%B5%CF%85%CF%84%CE%AE%CF%82_%CE%B9%CF%83%CF%84%CE%BF%CF%8D
445,http://oak.cs.ucla.edu/~cho/papers/cho-thesis.pdf
446,https://en.wikipedia.org/wiki/Deep_Web_(search_indexing)
447,https://en.wikipedia.org/wiki/#cite_ref-pinkerton1994_23-0
448,https://en.wikipedia.org/wiki/Template_talk:Web_crawlers
449,https://web.archive.org/web/20090320030833/http://vigna.dsi.unimi.it/ftp/papers/UbiCrawler.pdf
450,https://doi.org/10.1002%2Fcpe.2980
451,https://en.wikipedia.org/wiki/Portal:Current_events
452,https://en.wikipedia.org/wiki/Query_string
453,https://en.wikipedia.org/wiki/#cite_ref-36
454,http://www10.org/cdrom/papers/210/index.html
455,https://en.wikipedia.org/wiki/Help:Introduction
456,https://web.archive.org/web/20060219085958/http://www.cindoc.csic.es/cybermetrics/pdf/68.pdf
457,https://en.wikipedia.org/wiki/Storm_(event_processor)
458,http://archive.ncsa.uiuc.edu/SDG/IT94/Proceedings/Agents/spetka/spetka.html
459,https://www.springer.com/gp/book/9783540233381
460,https://en.wikipedia.org/wiki/PageRank
461,https://en.wikipedia.org/wiki/Online_search
462,https://en.wikipedia.org/wiki/#cite_note-coffman-30
463,https://en.wikipedia.org/wiki/#cite_ref-27
464,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=2
465,https://en.wikipedia.org/wiki/Googlebot
466,https://en.wikipedia.org/wiki/#Architectures
467,https://et.wikipedia.org/wiki/Veebi%C3%A4mblik
468,https://en.wikipedia.org/wiki/SortSite
469,https://api.semanticscholar.org/CorpusID:147958
470,https://ta.wikipedia.org/wiki/%E0%AE%B5%E0%AE%B2%E0%AF%88_%E0%AE%8A%E0%AE%B0%E0%AF%8D%E0%AE%A4%E0%AE%BF
471,https://en.wikipedia.org/wiki/#cite_note-29
472,https://en.wikipedia.org/w/index.php?title=Special:QrCode&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FWeb_crawler
473,https://en.wikipedia.org/wiki/#cite_ref-4
474,https://ary.wikipedia.org/wiki/%D8%B1%D8%AA%D9%8A%D9%84%D8%A9_(%D8%A8%D9%88%D8%AA)
475,https://en.wikipedia.org/wiki/Spider_web
476,https://en.wikipedia.org/wiki/#In-house_web_crawlers
477,https://en.wikipedia.org/wiki/#cite_note-shkapenyuk2002-42
478,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=3
479,https://en.wikipedia.org/wiki/Robots_Exclusion_Standard
480,https://en.wikipedia.org/wiki/Special:WhatLinksHere/Web_crawler
481,https://en.wikipedia.org/wiki/Siri
482,https://pl.wikipedia.org/wiki/Robot_internetowy
483,https://simple.wikipedia.org/wiki/Web_crawler
484,https://en.wikipedia.org/wiki/#cite_ref-35
485,https://en.wikipedia.org/wiki/#cite_ref-21
486,https://en.wikipedia.org/wiki/#cite_ref-1
487,https://en.wikipedia.org/wiki/Template:Web_crawlers
488,https://doi.org/10.1145%2F358923.358934
489,https://en.wikipedia.org/wiki/#cite_note-45
490,https://en.wikipedia.org/wiki/Category:Articles_with_unsourced_statements_from_February_2023
491,http://clgiles.ist.psu.edu/papers/VLDB-2000-focused-crawling.pdf
492,https://api.semanticscholar.org/CorpusID:6416041
493,https://en.wikipedia.org/wiki/Web_application_security
494,https://web.archive.org/web/20051001063011/http://cis.poly.edu/tr/tr-cis-2001-03.pdf
495,https://fa.wikipedia.org/wiki/%D8%AE%D8%B2%D9%86%D8%AF%D9%87_%D9%88%D8%A8
496,https://en.wikipedia.org/wiki/BSD_License
497,https://en.wikipedia.org/wiki/Spamdexing
498,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.36.6087
499,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=17
500,https://d-nb.info/gnd/4796298-7
501,https://en.wikipedia.org/wiki/#cite_note-baeza2002-37
502,https://en.wikipedia.org/wiki/Thumbnail
503,https://en.wikipedia.org/wiki/Command_line_interface
504,https://en.wikipedia.org/wiki/#cite_ref-29
505,https://en.wikipedia.org/wiki/Web_scraping
506,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=history
507,https://en.wikipedia.org/wiki/#cite_ref-brin1998_41-0
508,http://www.robotstxt.org/wc/exclusion.html
509,https://stats.wikimedia.org/#/en.wikipedia.org
510,https://en.wikipedia.org/wiki/Text_mining
511,https://web.archive.org/web/20130306070359/http://support.google.com/webmasters/bin/answer.py?hl=en&answer=174992
512,https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Web+crawler
513,https://en.wikipedia.org/wiki/
514,https://en.wikipedia.org/wiki/Enterprise_search
515,https://en.wikipedia.org/wiki/Marc_Najork
516,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=4
517,https://doi.org/10.1038%2F21987
518,https://en.wikipedia.org/wiki/Desktop_search
519,https://doi.org/10.1145%2F371920.371960
520,https://en.wikipedia.org/wiki/#Parallelization_policy
521,https://en.wikipedia.org/wiki/#cite_note-38
522,https://en.wikipedia.org/wiki/Data_breach
523,https://en.wikipedia.org/wiki/#Crawler_identification
524,https://en.wikipedia.org/wiki/AJAX
525,https://en.wikipedia.org/wiki/Elasticsearch
526,https://en.wikipedia.org/wiki/FAST_Crawler
527,https://en.wikipedia.org/wiki/Google_Scholar
528,https://en.wikipedia.org/wiki/Search_engine_indexing
529,https://web.archive.org/web/20161222185208/https://www.wired.com/2007/01/tax-takers-send-in-the-spiders/
530,https://en.wikipedia.org/wiki/Doi_(identifier)
531,https://en.wikipedia.org/wiki/Special:BookSources/1-58113-680-3
532,https://en.wikipedia.org/wiki/Machine_learning
533,https://en.wikipedia.org/wiki/#cite_note-24
534,https://en.wikipedia.org/wiki/Special:BookSources/9781450312288
535,https://www.wikidata.org/wiki/Q45842#identifiers
536,https://en.wikipedia.org/wiki/Category:Internet_search_algorithms
537,https://en.wikipedia.org/wiki/Special:Search
538,https://cs.wikipedia.org/wiki/Web_crawler
539,https://api.semanticscholar.org/CorpusID:7587743
540,https://en.wikipedia.org/w/index.php?title=Search_oriented_architecture&action=edit&redlink=1
541,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=7
542,https://en.wikipedia.org/wiki/#cite_ref-9
543,https://en.wikipedia.org/wiki/#Crawling_policy
544,https://en.wikipedia.org/wiki/Wikipedia:Text_of_the_Creative_Commons_Attribution-ShareAlike_4.0_International_License
545,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=info
546,https://en.wikipedia.org/wiki/Seeks
547,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Terms_of_Use
548,https://en.wikipedia.org/wiki/Metadata
549,https://en.wikipedia.org/wiki/Index_(search_engine)
550,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=22
551,https://api.semanticscholar.org/CorpusID:205690364
552,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=8
553,https://en.wikipedia.org/wiki/Microsoft_Windows
554,https://en.wikipedia.org/wiki/Template:Cite_journal
555,https://en.wikipedia.org/wiki/#Further_reading
556,https://en.wikipedia.org/wiki/Domain_ontology
557,https://en.wikipedia.org/wiki/Amazon_CloudSearch
558,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit&section=5
559,https://en.wikipedia.org/wiki/Swiftype
560,https://en.wikipedia.org/wiki/#See_also
561,https://en.wikipedia.org/wiki/Help:Category
562,https://en.wikipedia.org/wiki/#cite_note-40
563,https://web.archive.org/web/20090320030832/http://dollar.biz.uiowa.edu/~pant/Papers/crawling.pdf
564,http://wiki.foaf-project.org/w/Scutter
565,https://en.wikipedia.org/wiki/#cite_ref-shkapenyuk2002_42-0
566,https://en.wikipedia.org/wiki/Lee_Giles
567,https://en.wikipedia.org/wiki/Software_agent
568,https://en.wikipedia.org/wiki/Special:BookSources/978-3-642-02456-6
569,https://en.wikipedia.org/wiki/RBSE
570,https://en.wikipedia.org/w/index.php?title=Web_crawler&oldid=1330846767
571,https://ms.wikipedia.org/wiki/Perangkak_web
572,https://en.wikipedia.org/wiki/Regular_expression
573,https://en.wikipedia.org/wiki/Unix
574,https://en.wikipedia.org/wiki/GNU_Affero_General_Public_License
575,https://en.wikipedia.org/wiki/Heritrix
576,https://en.wikipedia.org/wiki/#cite_ref-33
577,https://en.wikipedia.org/wiki/Focused_crawler
578,https://en.wikipedia.org/wiki/Search_Engine_Scraping
579,https://en.wikipedia.org/wiki/Special:RecentChanges
580,https://en.wikipedia.org/wiki/Apache_Hadoop
581,http://pages.stern.nyu.edu/~panos/publications/icde2005.pdf
582,http://www.chato.cl/papers/baeza02balancing.pdf
583,https://he.wikipedia.org/wiki/%D7%96%D7%97%D7%9C%D7%9F_%D7%A8%D7%A9%D7%AA
584,https://en.wikipedia.org/wiki/#cite_ref-12
585,https://en.wikipedia.org/wiki/Social_search
586,https://en.wikipedia.org/wiki/Multisearch
587,https://doi.org/10.1016%2Fs1389-1286%2899%2900052-3
588,https://en.wikipedia.org/wiki/#cite_ref-10
589,https://en.wikipedia.org/wiki/#Path-ascending_crawling
590,https://en.wikipedia.org/wiki/MIME_types
591,https://en.wikipedia.org/wiki/Sitemaps
592,https://en.wikipedia.org/wiki/Sergey_Brin
593,https://en.wikipedia.org/wiki/Search/Retrieve_via_URL
594,https://en.wikipedia.org/wiki/Search_engine_optimization
595,https://web.archive.org/web/20211206205907/https://webbrowsersintroduction.com/
596,https://en.wikipedia.org/wiki/Bing_(search_engine)
597,https://doi.org/10.1002%2Fasi.20388
598,https://en.wikipedia.org/wiki/Search_aggregator
599,https://en.wikipedia.org/wiki/Main_Page
600,https://en.wikipedia.org/wiki/#cite_ref-Norton-2007-01-25_49-0
601,https://io.wikipedia.org/wiki/Webala_roboto
602,https://en.wikipedia.org/wiki/Evaluation_measures_(information_retrieval)
603,https://en.wikipedia.org/w/index.php?title=Special:CiteThisPage&page=Web_crawler&id=1330846767&wpFormIdentifier=titleform
604,https://en.wikipedia.org/wiki/Hyperlink
605,https://en.wikipedia.org/wiki/Macintosh_operating_systems
606,https://en.wikipedia.org/wiki/Web_crawler?action=edit
607,https://en.wikipedia.org/wiki/Filippo_Menczer
608,https://web.archive.org/web/20140706120641/https://oa.doria.fi/handle/10024/38506
609,https://en.wikipedia.org/w/index.php?title=Web_crawler&action=edit
610,https://en.wikipedia.org/wiki/John_Wiley_%26_Sons
611,https://en.wikipedia.org/wiki/Search_engine_(computing)
612,https://en.wikipedia.org/wiki/Category:Web_crawlers
613,https://en.wikipedia.org/wiki/Baidu
614,https://en.wikipedia.org/wiki/#cite_note-4
615,https://en.wikipedia.org/wiki/Support-vector_machine
616,https://en.wikipedia.org/wiki/File:WebCrawlerArchitecture.svg
617,https://en.wikipedia.org/wiki/Crawl_frontier
618,https://en.wikipedia.org/wiki/#cite_note-14
619,https://en.wikipedia.org/wiki/#Re-visit_policy
